Epoch,AUC,AP
1,0.7695881120453927,0.7807948447358919
2,0.7676135763784511,0.7787366443055023
3,0.7679757345760728,0.7787321439001432
4,0.7681047851926491,0.7784261753472006
5,0.7681885373577493,0.7781889760932609
6,0.7681947141108425,0.7780014811962128
7,0.7682095362633579,0.7779400008586755
8,0.7682008493044041,0.7779374000524435
9,0.7681887045022947,0.777957989632223
10,0.7681615417577865,0.7779850860981325
11,0.7681702576841192,0.7780628547441589
12,0.7682929368595314,0.77825978119861
13,0.7688134418256359,0.7788193147444211
14,0.7701536791918511,0.7801212050451095
15,0.772398458330394,0.7823137320789092
16,0.77419273085103,0.7841988669368286
17,0.774391073888139,0.7844786128540305
18,0.7741087458722219,0.784185523753693
19,0.7742574079472271,0.7843325204091982
20,0.774760753977486,0.7848793318489267
21,0.775563756484983,0.7857101513983643
22,0.776609209903872,0.7866302578092061
23,0.7761432111893092,0.7859314438460917
24,0.7763908196112945,0.7861148441141858
25,0.7770909853664958,0.7867782185187914
26,0.7767913727953446,0.786461627186698
27,0.7752762987769989,0.7850450932236727
28,0.7743548133837835,0.7842529224469432
29,0.7744789694993126,0.7844544897630668
30,0.7749711091250847,0.7849713227693075
31,0.7745586248581533,0.784687858843976
32,0.77383599219657,0.7841378830301493
33,0.7741187254464184,0.7844330865149942
34,0.7753545390510557,0.7855097234536749
35,0.7772835160178408,0.7871729674945153
36,0.7780524134990233,0.7878342105564363
37,0.7783153548228208,0.7880618662086588
38,0.7790345231353029,0.7886585695868301
39,0.7802680617793759,0.789641390960654
40,0.7806777899352423,0.7898501566244381
41,0.7793008568465812,0.7885433879963825
42,0.7783710985790349,0.7875647688930695
43,0.7793966084540312,0.7880437184729724
44,0.7800438642211199,0.7883704830275117
45,0.7804456678149903,0.7888243441242923
46,0.7818576943307379,0.7903441315038855
47,0.7863132222261984,0.794314909100425
48,0.7912564900438109,0.7989754927834354
49,0.7919530280522545,0.8000859003243879
50,0.790995841573737,0.7992243974990496
51,0.7942441415766129,0.801292739014899
52,0.796735015193102,0.8022212976643661
53,0.7958778044320636,0.8011146571579446
54,0.7967416684053958,0.8025651619514959
55,0.8019615812248674,0.8078401373403086
56,0.8060277640577118,0.8125027493094806
57,0.8066607148895348,0.8133908454879191
58,0.8063792247221762,0.8124496312606548
59,0.8066578065436842,0.8119328264780085
60,0.8043339917973249,0.8086425549978944
61,0.8017577453513924,0.8066090425969957
62,0.8020629226137864,0.8083094705511986
63,0.7996663951866113,0.806541861934789
64,0.7930625174585051,0.8001693266013727
65,0.785919357555891,0.7938615701272932
66,0.7849542322677909,0.7925435945356395
67,0.7826948146104863,0.7915399562673224
68,0.777289567014045,0.7869635553199917
69,0.774336586995223,0.7843067151894356
70,0.7767753830969737,0.7860647527764656
71,0.7814171571282723,0.7907312353319498
72,0.7790870472245898,0.7889912933655714
73,0.7806743577884008,0.7906541709259781
74,0.7856162029840295,0.7944210259083957
75,0.7903394193128248,0.7992020182205573
76,0.7904214571015499,0.8001712758205728
77,0.793170050770805,0.802573162826492
78,0.7973816827239236,0.806216297144896
79,0.7974436009934203,0.8060235240575053
80,0.7965126779481203,0.8067126989708824
81,0.7965288150759956,0.8071342032638523
82,0.8003198470925575,0.8099651399912992
83,0.7992361493335326,0.808371348130995
84,0.7949316874328454,0.8057743577322335
85,0.7995037797506941,0.809841946944357
86,0.8026134787218191,0.8126812074013042
87,0.7961663140660596,0.806757663757091
88,0.7916404890934768,0.8031286003216122
89,0.7990491485405684,0.8098668959120088
90,0.7997717450449428,0.8105864468986601
91,0.7928987981648016,0.8051094783037932
92,0.7907822098737989,0.8029238423347911
93,0.7986654600828642,0.8096271773195303
94,0.791347709087764,0.8039180848351964
95,0.7892138627212328,0.8023150225234432
96,0.796560902065085,0.8078606983661251
97,0.7937899794078963,0.8060949378671312
98,0.7871891351945342,0.8010583051467428
99,0.7910625866831705,0.8040455835340391
100,0.7985737878263446,0.810040979094194
101,0.7934777921917299,0.80643929174138
102,0.7856868077565569,0.8006340266651666
103,0.7929690052604982,0.806121846419712
104,0.7960803507098798,0.8089372077262353
105,0.794052582941767,0.8076536166794464
106,0.791403810209637,0.8058207743763266
107,0.7956372012472214,0.8087626792861251
108,0.794056375115626,0.8081824869184633
109,0.7923716970328355,0.807019606230795
110,0.791577444792426,0.8066485210118707
111,0.7981951641550353,0.8113282610893655
112,0.7924878564546816,0.807527381718364
113,0.7883588171935352,0.8045338474304465
114,0.7960770761241598,0.8103494063775196
115,0.7947750275080678,0.8094006578892609
116,0.7904354491218185,0.8061914503947322
