Protein,0,1,2,3,4,5,6,7,8,9
359707,-3.6913470083112103,-1.5835430929595355,-0.057998352546709486,0.578810315186771,0.6017533651671892,0.08143303422071703,0.07620870965084404,-0.31358050254492575,0.3055768741555526,0.043762098208751946
246105,-6.351942269575397,0.507518257170873,0.09660892474747515,0.26102691831449476,0.5447557934785635,0.47833657229906873,-0.3565676339309202,-0.10284526891469446,-0.2502295032033539,-0.3096707083436823
192788,-1.803490076483547,-2.375159663914852,-0.47904340135266676,1.5401064893915102,-0.11227651944680853,-0.002386472438720628,1.6058512770468985,0.03407802670976174,-0.30387997319649784,1.1149300318520063
479617,-4.974839023608069,1.563860576120074,2.0845693033997064,-0.720409338102699,0.5077204586284925,-0.574733937828676,-0.3630745998743588,-0.06488500966115876,-0.25125149940507224,0.6128702726546811
299736,3.703333753466645,-0.33039582415707136,-4.589465399314093,-1.3087059365109732,-0.0739424120527053,2.1810483337197484,2.673519513715378,-1.7581449839201917,-2.3510005432789045,-0.9627237482707682
498083,8.182573163202722,0.9941055235402937,-1.7711413927480104,0.6224639128221073,0.21218804904225944,-0.4130511532533976,0.052092820456225535,-0.3460187581589181,-0.9175450345509093,-0.4572511234840503
439800,1.7245951998685949,-1.1323695316409288,-1.1640941376020717,-1.6117044662526987,0.011170292813884578,-0.8497704116102337,0.5127794475883052,-0.1315502235439623,0.5996307816555128,-1.3010787754249422
346032,3.1304155053047285,0.7507305579909141,2.4670147145279144,3.621255298757459,1.9366478316906341,1.0154666086811694,-2.2635723792078006,0.9728284861131898,1.6022978638661753,0.6261125606800165
349954,-6.530891128827802,0.6839690983824295,-0.06323230874787877,0.32410470564462557,-0.006649888056452961,0.26211940952673585,-0.10742239149248733,-0.3063298272348589,-0.03130413514230763,0.21578541509308433
361433,6.4218165486603045,-0.2600585251131078,-1.961928640448411,0.15189351167445,-0.5363737705594017,1.5941516253909995,0.17214393367678543,0.8147196858093578,2.279890016763719,1.0216369818544693
357804,0.5493707197003266,-2.6105111385344153,2.4812665575676878,0.48409310610047684,0.03458710017195675,1.7609681774300112,-0.7708632189342274,-0.6159916289732515,0.8487469348813572,-0.7466224842710306
359096,-5.916530975044347,0.10396588378742365,0.19777429543831002,0.4154498788525504,0.6372674986338546,0.6909446444020252,-0.07942191554803872,-0.22681244903560902,-0.14417713408238744,0.018153273817374083
287647,-4.266074638401946,0.05375694590058982,1.4809884051021645,0.6142298740973309,1.6620764836729423,-1.3242615730042757,0.5791026751468207,0.2952669484936279,0.7588793463634868,0.3740800001617169
387694,-6.371825699078765,0.6632127430594966,-0.7648835831756431,-0.6288012564391868,-0.24356680725373508,-0.4567798482080492,-0.6438220536000874,1.2296178556013246,-0.5660590477658858,0.8491087239286755
295992,2.8199117491045893,0.44777108889620454,3.043577204516363,1.7710723628971097,1.5009874582642506,-0.7507144630921272,0.6930247810549292,1.722484582994689,-2.293912132161672,0.6651955927757631
499465,-1.0530201506134051,0.5700062253447034,1.1083569450320514,-1.3926813635945678,1.351373904758461,-0.3563821694174627,-1.0400154467956073,0.02388513162784925,-1.7823060197476703,0.6553051994586879
265433,2.5987964272947406,0.8873396582095433,1.7556664384378702,0.8769244450825876,0.11124527359438129,1.2030610407332873,-1.1778487713936188,-0.3743400710745825,0.44196885958913124,-0.7518832159828583
279387,4.533300548399858,0.18248443907331766,2.26659753835544,1.030615432349661,0.9097392824227524,-0.7306225626251257,-2.4078799991020348,-0.49011945772217713,1.0100010245905535,-0.09005942881693793
359520,-5.572684249878307,0.0056099087754573245,0.1360841595158248,0.3077286522500674,-0.39098118642418866,0.6216070745052663,0.419161152747916,-0.6817380694972558,0.08315484530826678,0.06148219251167018
219782,3.0221163407405793,-1.9191354384250832,0.2751785809757809,-0.2714260460002526,-0.20128933432233814,-2.3663225392210077,-0.18889967083293685,0.9962686623611678,-0.4164904998413758,-0.8382188151140959
361900,-2.4109285886060703,-0.40722713567689905,0.2659374388342727,-0.6026975011088147,-0.9759407775287747,-0.5094546541204034,0.11055822558402889,-0.43884188591178086,-1.0267282667674624,-0.731735775295066
257198,-6.123312415638752,0.4273548148029357,-0.32301108906182924,0.4823098987399671,-0.42956839002338537,0.019012938796080077,0.5209052248075511,-0.6111792115868775,-0.1620938201604971,0.4719935113311824
239690,-0.25012513648065016,1.2301448100909913,0.7216711757855849,-1.243787245242018,-2.1546780235695984,0.20160087967600604,2.1823115635364787,1.5462004427240674,0.5421695885500075,-0.8992731155328271
385006,-1.560388416307855,-3.2118085201898405,-0.03778235444697482,0.2236911628811679,-0.26318022919049733,1.8903344053614128,0.14922985884239343,0.757000492478062,-0.2966069370744783,1.7986224157826802
356198,-6.521895202136524,1.2051021173410887,0.5054239075357941,0.09714062607290738,0.17423192375233307,0.05617998374536199,-0.01792223914926488,-0.2095500662801273,0.022570424614975677,-0.004695115511367929
351777,10.005307894177802,3.0042821215467814,-0.3896543775194142,0.09137976429900807,0.43785545048726465,0.03646267374162097,-1.6751476718711726,0.7796813631119586,1.2284908829920027,0.7315436614895365
