Protein,0,1,2,3,4,5,6,7,8,9
222284,0.3010711334550532,0.18979433566201917,-0.013653365908335862,0.03610768352994661,-0.026836004880574225,0.009454294151919115,-0.01303407403852785,-0.027139010715721362,-0.08376119259158783,-0.03411420794219411
396648,-0.4124931950504859,-0.15384455857789262,-0.017814213928216617,-0.01615433506043042,0.010856238040339618,-0.011324031334571607,-0.005237268807629251,0.007525611598818692,-0.00028047691746799284,0.009164782562500789
242104,-0.4072651772806728,-0.15403610475781193,-0.017911007722466992,-0.01605096897045126,0.01069931784389815,-0.011612468098828304,-0.005998839983720005,0.007650344105655385,-0.0015816431295130392,0.008073524458209573
365486,-0.35041576408932723,-0.1936866507100294,-0.018418628878787518,-0.016135811827754046,0.010485368859684346,-0.018164038827447927,-0.02369409568297851,-0.04327456715054967,-0.18715188812085928,-0.19890024011376709
451000,-0.2205854784302341,-0.039184458915839625,-0.023345706656866146,0.001242883556642979,-0.025266811813406394,-0.001081580225318175,-0.010732670358574128,0.0013181452894549747,0.0005817473901619974,0.008479728514046657
271452,-0.39127019994191364,-0.15406229454352527,-0.018899655286281777,-0.018746181210132613,0.016309764704909187,-0.015480827224052673,-0.008102511069425018,-0.0021378919175476948,-0.033532151186214075,-0.028064628405593185
261965,-0.30228458300575056,-0.08942836781558042,-0.021000671114335692,-0.010450069437799855,-0.008993398849701314,-0.006569553907055401,-0.009667672024984957,0.0015780489808789608,-0.007133241544915899,0.00019576575654651967
360379,-0.3611620487258012,-0.18088165847659368,-0.018368104244335434,-0.0154839700106148,0.009768828465037904,-0.016075747157039667,-0.019294308945573452,-0.03012334075297377,-0.1394702939595041,-0.14657694541353475
402861,-0.3708017347031073,-0.14551319276385632,-0.01946588427122548,-0.014139684990019727,-0.0028653116769050695,-0.010916750449327094,-0.010033258729416008,0.02351229083038682,0.0013360817004840506,0.019449256847357457
417303,-0.33528947067048187,-0.07836133324010543,-0.024625942588856493,-0.02379440087885191,0.017796311041082584,-0.016214354986035028,-0.006882175222056273,0.006199650902790462,-0.009142915577626648,0.009479340954184842
384296,-0.3025612090891051,-0.14981710603217638,-0.01827973016202937,-0.01856438196916993,0.011851920867842154,-0.006453753537560589,-0.009573556208709975,-0.03152744943603403,0.05952010684673899,-0.02698385496464446
410852,-0.36019968582920675,-0.10269708376088073,-0.020978011831353692,-0.015998182137375378,-0.00485827416286919,-0.014334907241471722,-0.009564392606359046,0.011243641223044675,-0.004703577499361069,0.0017677581245963004
365926,-0.31261152914118023,-0.1411873422265858,-0.018016651802691238,-0.006686653537438037,0.008050046465900792,-0.008176608920909451,-0.007276044570844376,0.0004865189138408758,-0.009659489885502205,0.002269883726483511
359664,-0.4065065569254636,-0.15058249052957529,-0.017820563659675222,-0.015773160258508816,0.009928354693593586,-0.010317165682446717,-0.005222266131526135,0.007538854539438748,0.0016991110393591725,0.01082184960767216
344393,-0.25072451433384124,-0.05026362705270102,-0.02392759431485042,-0.00800602098747914,-0.00859042099330171,-0.004818991022617013,-0.007786915678701278,0.0024022486020614077,-0.008763563750756431,0.002252317271556334
276594,-0.4126893178458565,-0.15369498321810682,-0.017814513543959194,-0.016159625342410913,0.010837742397323514,-0.011286216696225263,-0.005164187818301934,0.007619390231304979,0.000561415807677654,0.010129190097921419
312615,-0.24213011974640272,-0.07616435213121653,-0.016286263726510177,-0.03259631890883118,0.052769405439818826,-0.028083381934033855,-0.004291816074578158,-0.00331747025960289,-0.03390025985656903,-0.01013750521534297
346027,13.561031736985377,10.386484673984315,-0.09476814925644352,0.9027201374874665,-3.039808974190977,0.6187704080096288,-0.21277588716415752,0.5336683587089641,0.09173100741721178,0.12163597714032288
395012,-0.2862885882217162,-0.08874478676648256,-0.021530739013670433,-0.00746449471871474,-0.011717397150922699,0.006371345698320762,-0.009499349422836333,-0.00255391981297705,0.0019333059978070628,0.01913152189869124
409544,0.12819990910706516,0.24208640426019304,-0.03252723358595731,-0.1495039522333186,0.34892900775832797,0.08559529198730466,-0.004469766287848196,-0.04730564509030403,-0.04279246036755372,0.06062813863682974
368592,-0.38366786481502724,-0.15513403175844395,-0.018572979619390355,-0.012394723311372705,0.003719533955523747,-0.012219465586822421,-0.011519366082733592,-0.0059553324210911565,-0.054082136648477386,-0.05100769696633613
373586,-0.2756797414279376,0.0792771591363813,-0.052737077278006105,-0.12491404045213512,0.3337339430070329,-0.14891988187183625,0.018242253377880307,-0.015096078208923253,-0.010970093473025307,0.01348821013917767
326948,-0.2955293492018298,-0.08127227785984636,-0.020024589237756848,-0.0068867851296189565,0.0003263403461156866,-0.004778455994613564,-0.007017324611844361,0.0055276858330087645,-0.004382555254582447,0.004373394560525864
458770,0.4314336645931066,0.035119432446128154,-0.03190307721067771,0.040180003473216104,0.001672305554006805,-0.00852520751824802,-0.009070496096834961,-0.11478792368247064,-0.04072939882275676,0.08666232677305578
327436,-0.08311245964799932,-0.07479513178827797,-0.024629302227104414,-0.006665901307948056,-0.028750042229411184,0.006928910963961731,-0.02112235557316229,-0.05062754316244141,-0.0587266414611803,-0.010290323132125584
357881,-0.32539227501913576,-0.1108340360755112,-0.01893041197581447,-0.005913105075429794,-0.0029303369309794628,-0.008091735262834894,-0.009202225721859273,0.0038544646752625886,-0.0034344974834941843,0.0036674726239401523
383382,-0.3005001516919229,-0.1684766912125822,-0.021783833588108183,0.000469933675678255,0.03134042888391241,-0.028483277260005282,-0.019103143055349485,0.023614053583788423,-0.015798796784778676,0.026458616289694554
392660,-0.3682137262102697,-0.1435019406834079,-0.018708356913439084,-0.015315401344434688,0.002225499884532347,-0.014093648260592286,-0.013268808709486112,-0.006884512014997526,-0.057824934030605804,-0.058571155721317686
433208,-0.32896313557455115,-0.13786873070299166,-0.020017231671580954,-0.007869710379491862,-0.027176634248136544,-0.005885542011908597,-0.02035633160144713,-0.023287245937665894,-0.010494795799297423,-0.03168595340577603
261208,-0.37920224318516177,-0.15412339728244936,-0.01877256435197179,-0.015509234744351145,0.009242992364660143,-0.011196952167961535,-0.01007345052566592,-0.023447446623634863,0.06579481452160839,-0.01556209540640463
